DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,AGE:Current age,RESIDENCE:Residence,EDUCATION_LEVEL:Education Level,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,SERIES_FOOTNOTE:Series footnote,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SOWC_FLAG_A:SOWC flag A,OBS_FOOTNOTE:Observation footnote,OBS_STATUS:Observation Status,DATA_SOURCE:Data Source,OBS_CONF:Observation confidentaility,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,FREQ_COLL:Time interval at which the source data are collected
UNICEF:GENDER(1.0): Gender,URY: Uruguay,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2015,78.27224,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,URY: Uruguay,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2017,74.65528,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,URY: Uruguay,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2018,82.22782,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,URY: Uruguay,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2019,82.32495,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,URY: Uruguay,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2014,76.86594,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,URY: Uruguay,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2015,79.07388,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,URY: Uruguay,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2017,75.65136,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,URY: Uruguay,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2018,82.79436,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,URY: Uruguay,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2019,83.28223,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,URY: Uruguay,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2014,77.79144,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,URY: Uruguay,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2015,79.81822,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,URY: Uruguay,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2017,76.58608,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,URY: Uruguay,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2018,83.32156,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,URY: Uruguay,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2019,84.17362,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,UZB: Uzbekistan,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2017,53.78051,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,UZB: Uzbekistan,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2018,58.84556,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,UZB: Uzbekistan,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2019,62.13038,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,UZB: Uzbekistan,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2020,65.63703,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,UZB: Uzbekistan,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2017,63.5,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,UZB: Uzbekistan,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2018,68.1,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,UZB: Uzbekistan,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2019,69.8,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,UZB: Uzbekistan,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2020,71.7,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,UZB: Uzbekistan,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2017,73.3,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,UZB: Uzbekistan,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2018,77.4,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,UZB: Uzbekistan,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2019,77.5,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,UZB: Uzbekistan,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2020,77.8,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ZMB: Zambia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2018,43.96831,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ZMB: Zambia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2018,44.619,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ZMB: Zambia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2018,45.21964,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,AFG: Afghanistan,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2014,9.961,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,AFG: Afghanistan,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2017,14.89331,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,AFG: Afghanistan,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2014,3.81243,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,AFG: Afghanistan,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2017,7.16069,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,AFG: Afghanistan,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2014,15.78467,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,AFG: Afghanistan,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2017,22.5365,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DZA: Algeria,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2014,50.47579,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DZA: Algeria,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2017,42.77663,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DZA: Algeria,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2014,40.07096,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DZA: Algeria,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2017,29.26873,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DZA: Algeria,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2014,60.90908,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DZA: Algeria,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2017,56.25494,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,AGO: Angola,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2014,29.31812,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,AGO: Angola,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2014,22.33165,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,AGO: Angola,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2014,36.13213,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,AZE: Azerbaijan,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2014,29.15149,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,AZE: Azerbaijan,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2017,28.5712,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,AZE: Azerbaijan,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2014,25.89699,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,AZE: Azerbaijan,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2017,27.71963,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,AZE: Azerbaijan,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2014,32.61356,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,AZE: Azerbaijan,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2017,29.43609,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,BHR: Bahrain,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2014,81.93935,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,BHR: Bahrain,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2017,82.61285,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,BHR: Bahrain,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2014,66.74097,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,BHR: Bahrain,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2017,75.40674,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,BHR: Bahrain,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2014,90.24554,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,BHR: Bahrain,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2017,86.31371,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ARM: Armenia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2014,17.66907,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ARM: Armenia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2017,47.75902,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ARM: Armenia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2014,14.74475,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ARM: Armenia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2017,40.90644,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ARM: Armenia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2014,21.11982,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ARM: Armenia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2017,55.75142,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,BRA: Brazil,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2014,68.12315,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,BRA: Brazil,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2017,70.04395,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,BRA: Brazil,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2014,64.77332,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,BRA: Brazil,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2017,67.51465,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,BRA: Brazil,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2014,71.68842,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,BRA: Brazil,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2017,72.84754,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MMR: Myanmar,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2014,22.78419,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MMR: Myanmar,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2017,25.9923,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MMR: Myanmar,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2014,17.40022,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MMR: Myanmar,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2017,25.97871,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MMR: Myanmar,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2014,28.59667,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MMR: Myanmar,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2017,26.00771,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,BDI: Burundi,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2014,7.10576,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,BDI: Burundi,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2014,6.72623,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,BDI: Burundi,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2014,7.49517,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,BLR: Belarus,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2014,71.98499,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,BLR: Belarus,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2017,81.15588,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,BLR: Belarus,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2014,71.96009,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,BLR: Belarus,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2017,81.33817,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,BLR: Belarus,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2014,72.01527,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,BLR: Belarus,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2017,80.93417,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KHM: Cambodia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2014,22.16527,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KHM: Cambodia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2017,21.67178,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KHM: Cambodia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2014,20.49763,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KHM: Cambodia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2017,21.52639,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KHM: Cambodia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2014,24.28904,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KHM: Cambodia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2017,21.84546,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CMR: Cameroon,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2014,12.17773,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CMR: Cameroon,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2017,34.59079,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CMR: Cameroon,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2014,10.1782,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CMR: Cameroon,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2017,30.03037,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CMR: Cameroon,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2014,14.1789,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CMR: Cameroon,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2017,39.24445,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CHL: Chile,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2014,63.25888,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CHL: Chile,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2017,74.34924,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CHL: Chile,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2014,59.16445,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CHL: Chile,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2017,71.27379,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CHL: Chile,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2014,67.8176,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CHL: Chile,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2017,77.75387,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,COL: Colombia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2014,38.99902,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,COL: Colombia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2017,45.75923,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,COL: Colombia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2014,33.95366,,,PCNT: %,,,,SDG Portal,,,
